fileName,title,year,link
ReverseEngineeringGeneNetworksIntegratingGeneticPerturbationsWithDynamicalModeling.pdf,Reverse engineering gene networks: Integrating genetic perturbations with dynamical modeling,2003,https://doi.org/10.1073/pnas.0933416100
EngineeredGeneCircuits.pdf,Engineered gene circuits,2002,https://doi.org/10.1038/nature01257
AutocatalyticGeneExpressionInNumeroQuantitativePredictionsInVivoStochasticDynamics.pdf,"Autocatalytic Gene Expression : In Numero Quantitative Predictions , In Vivo Stochastic Dynamics",2002,https://www.semanticscholar.org/paper/8447576850af77fa926d196b1bad5fe612eff842
DesignThenMutate.pdf,Design then mutate,2002,https://doi.org/10.1073/pnas.012694899
SynchronizingGeneticRelaxationOscillatorsByIntercellSignaling.pdf,Synchronizing genetic relaxation oscillators by intercell signaling,2002,https://doi.org/10.1073/pnas.022642299
SyntheticGeneNetworkForEntrainingAndAmplifyingCellularOscillations.pdf,Synthetic gene network for entraining and amplifying cellular oscillations.,2002,https://doi.org/10.1103/PHYSREVLETT.88.148101
TranslatingTheNoise.pdf,Translating the noise,2002,https://doi.org/10.1038/ng0502-13
DesignerGeneNetworksTowardsFundamentalCellularControl.pdf,Designer gene networks: Towards fundamental cellular control.,2001,https://doi.org/10.1063/1.1345702
ProteinInteractionsUnspinningTheWeb.pdf,Protein interactions: Unspinning the web,2001,https://doi.org/10.1038/35075182
WaveletsOfExcitabilityInSensoryNeurons.pdf,Wavelets of excitability in sensory neurons.,2001,https://doi.org/10.1152/JN.2001.86.4.2097
ComputationalStudiesOfGeneRegulatoryNetworksInNumeroMolecularBiology.pdf,Computational studies of gene regulatory networks: in numero molecular biology,2001,https://doi.org/10.1038/35066056
ComplexLigandProteinSystemsAGloballyConvergentIterativeMethodForTheNMCase.pdf,Complex ligand-protein systems: a globally convergent iterative method for the n×m case,2001,https://doi.org/10.1007/S002850100086
StochasticRegulationOfGeneExpression.pdf,Stochastic regulation of gene expression,2000,https://doi.org/10.1063/1.1302384
NoiseBasedSwitchesAndAmplifiersForGeneExpression.pdf,Noise-based switches and amplifiers for gene expression.,2000,https://doi.org/10.1073/pnas.040411297
RenormalizationOfSelfOrganizedCriticalModels.pdf,Renormalization of Self‐Organized Critical Models,1998,https://doi.org/10.1111/j.1749-6632.1998.tb08953.x
RenormalizationGroupForDirectedSandpileModels.pdf,Renormalization Group for Directed Sandpile Models,1998,https://doi.org/10.1103/PHYSREVLETT.81.1722
RenormalizationOfOneDimensionalAvalancheModels.pdf,Renormalization of one-dimensional avalanche models,1997,https://doi.org/10.1007/BF02183620
ARenormalizationGroupStudyOfSelfOrganizedCriticality.pdf,A renormalization group study of self-organized criticality,1997,https://www.semanticscholar.org/paper/2e1c0396eca2e1f64884a2541e4ab87eea47805d
ModelingTheGeneticDualFeedbackOscillator.pdf,Modeling the genetic dual-feedback oscillator,,https://www.semanticscholar.org/paper/144b836abb41b20393b05e18485d2bcae6cb92ae
RecentAdvancesInSingleCellStudiesOfGeneRegulationThisReviewComesFromAThemedIssueOnAnalyticalBiotechnologyEditedSingleMoleculeMicroscopyDynamicManipulationOfCellEnvironmentQuantifyingGeneNetworkDynamics.pdf,Recent Advances in Single-cell Studies of Gene Regulation This Review Comes from a Themed Issue on Analytical Biotechnology Edited Single Molecule Microscopy Dynamic Manipulation of Cell Environment Quantifying Gene Network Dynamics,,https://www.semanticscholar.org/paper/15bf57fffc3d94a8bd7aa026edc0103ac868ca5e
MaterialsAndMethodsSomTextFigsS1ToS6ReferencesAndNotesMoviesS1ToS3NoisePropagationInGeneNetworks.pdf,Materials and Methods Som Text Figs. S1 to S6 References and Notes Movies S1 to S3 Noise Propagation in Gene Networks,,https://www.semanticscholar.org/paper/dce5dc42a99fc326ebc12e26d82c0772883e7bca
